"File","Loc","Percent","Match","TextAround"
"SYARIEF_US EXPORT CONTROLS SANCTIONS_SPRING 2024_FINALEXAM.docx","-1","0.00%","NO HITS","NO HITS FOUND in file SYARIEF_US EXPORT CONTROLS SANCTIONS_SPRING 2024_FINALEXAM.docx"
,,,"",
"Tatarowicz & Capino_Federal Limitations on SALT_Spring 2024_Final Exam.doc","11076","46.30%","race","n percent (15%). With respect to slot machines at racetracks, State A law increases this tax to a maximu"
"Tatarowicz & Capino_Federal Limitations on SALT_Spring 2024_Final Exam.doc","11486","48.02%","race","iverboat tourist industry. Several members of the racetracks industry have filed a lawsuit seeking refun"
"Tatarowicz & Capino_Federal Limitations on SALT_Spring 2024_Final Exam.doc","11666","48.77%","race","the record indicates, the machines located at the racetracks or on riverboats are virtually indistinguis"
"Tatarowicz & Capino_Federal Limitations on SALT_Spring 2024_Final Exam.doc","11909","49.79%","race","ell you which ones came from the riverboat or the racetrack.? The racetrack industry now complains that "
"Tatarowicz & Capino_Federal Limitations on SALT_Spring 2024_Final Exam.doc","11925","49.85%","race","es came from the riverboat or the racetrack.? The racetrack industry now complains that this law change "
"Tatarowicz & Capino_Federal Limitations on SALT_Spring 2024_Final Exam.doc","12193","50.97%","race"," that this legislation was designed to single out racetrack owners and ?punish them for their lack of su"
,,,"",
"Tatarowicz & Frieden_Survey of SALT_Spring 2024_Final Exam.doc","-1","0.00%","NO HITS","NO HITS FOUND in file Tatarowicz & Frieden_Survey of SALT_Spring 2024_Final Exam.doc"
,,,"",
"TAURMAN_REMEDIES IN BUSINESS LITIGATION_SPRING2024_FINALEXAM.docx","-1","0.00%","NO HITS","NO HITS FOUND in file TAURMAN_REMEDIES IN BUSINESS LITIGATION_SPRING2024_FINALEXAM.docx"
,,,"",
"Teicher Spring 2024 Georgetown Professional Responsibility Exam for submission.docx","7095","52.40%","police","our best interest to give a full statement to the police if you want to get favorable treatment.? Spinatra"
,,,"",
"TEITELBAUM_DEALS_SPRING2024_FINALEXAM.docx","-1","0.00%","NO HITS","NO HITS FOUND in file TEITELBAUM_DEALS_SPRING2024_FINALEXAM.docx"
,,,"",
"TLP exam 2024-rev.docx","-1","0.00%","NO HITS","NO HITS FOUND in file TLP exam 2024-rev.docx"
,,,"",
"TLP exam 2024.docx","-1","0.00%","NO HITS","NO HITS FOUND in file TLP exam 2024.docx"
,,,"",
"TOBIA_LEGISLATION_SPRING2024_FINALEXAM.docx","4933","26.67%","raci","tep Act attempts to reduce mass incarceration and racial disparities in sentencing, but such legal gains"
"TOBIA_LEGISLATION_SPRING2024_FINALEXAM.docx","5156","27.87%","race","y valve provision. Legal process theoryCritical race theoryTextualism Purposivism5. In a dissentin"
"TOBIA_LEGISLATION_SPRING2024_FINALEXAM.docx","15499","83.79%","gun","uring even the raw materials sufficient to make a gun (e.g. steel and metal alloys) must be licensed, i"
"TOBIA_LEGISLATION_SPRING2024_FINALEXAM.docx","16855","91.12%","gun","lsion of shot, shell, or bullets by the action of gunpowder exploded within it. A weapon which acts by "
"TOBIA_LEGISLATION_SPRING2024_FINALEXAM.docx","16917","91.45%","gun","ploded within it. A weapon which acts by force of gunpowder.? Black?s Law Dictionary, 4th (1968): ?We"
"TOBIA_LEGISLATION_SPRING2024_FINALEXAM.docx","17338","93.73%","gun","1): ?Weapon: Something (such as a club, knife, or gun) used to injure, defeat, or destroy.?Merriam-We"
,,,"",
"TOBIA_LEGISLATION_SPRING2024_MC_ANSWERS.docx","-1","0.00%","NO HITS","NO HITS FOUND in file TOBIA_LEGISLATION_SPRING2024_MC_ANSWERS.docx"
,,,"",
"TURNER_WILDLIFE AND ECOSYSTEMS LAW_SPRING 2024_FINALEXAM (MC41OTAxNjEwMA).docx","14803","83.17%","death","e weeds.  Because of an increasing number of bird deaths related to herbicides in Wyoming, a FWS officer "
,,,"",
"TURNER_WILDLIFE AND ECOSYSTEMS LAW_SPRING 2024_FINALEXAM.docx","14773","83.47%","death","e weeds.  Because of an increasing number of bird deaths related to herbicides in Wyoming, a FWS officer "
,,,"",
"Velikonja_Contracts_Spring 2024_Final Exam.docx","-1","0.00%","NO HITS","NO HITS FOUND in file Velikonja_Contracts_Spring 2024_Final Exam.docx"
,,,"",
"VFN EXAM Legislation 2024.docx","-1","0.00%","NO HITS","NO HITS FOUND in file VFN EXAM Legislation 2024.docx"
,,,"",
"VLADECK  FEDERAL COURTS SPRING FINALEXAM.docx","8019","82.63%","war","uana. Hotung?s Highway Patrol has decided to wage war against out-of-state motorists traveling through "
"VLADECK  FEDERAL COURTS SPRING FINALEXAM.docx","8508","87.67%","police",", or driving when intoxicated). In each stop, the police officer detains Dylan until a canine unit arrives"
"VLADECK  FEDERAL COURTS SPRING FINALEXAM.docx","8635","88.97%","police","ffs? the vehicle for drugs. And in each stop, the police officer finds no drugs or contraband. Nor have th"
"VLADECK  FEDERAL COURTS SPRING FINALEXAM.docx","8693","89.57%","police","fficer finds no drugs or contraband. Nor have the police given Dylan any citations because their dashboard"
,,,"",
"WASHINGTON_CRIMINALLAW_SPRING2024_FINALEXAM.docx","3318","20.00%","gun","anding on the driver?s side of the vehicle with a gun and Daniel was standing on the passenger side of "
"WASHINGTON_CRIMINALLAW_SPRING2024_FINALEXAM.docx","3390","20.43%","gun","nding on the passenger side of the vehicle with a gun.  Jack opened the driver?s door and ordered Offic"
"WASHINGTON_CRIMINALLAW_SPRING2024_FINALEXAM.docx","3488","21.02%","gun","Officer Badluck Billy out of the vehicle with the gun pointed at his head.  Officer Badluck Billy start"
"WASHINGTON_CRIMINALLAW_SPRING2024_FINALEXAM.docx","4303","25.94%","gun","rned from CVS.  Daniel approached and pointed his gun at him and told Alien Allen to give him his keys."
"WASHINGTON_CRIMINALLAW_SPRING2024_FINALEXAM.docx","4792","28.88%","police"," take off on foot, when he was surrounded by four police officers with their guns drawn and demanded that "
"WASHINGTON_CRIMINALLAW_SPRING2024_FINALEXAM.docx","4819","29.05%","gun","was surrounded by four police officers with their guns drawn and demanded that Daniel stop, drop his gu"
"WASHINGTON_CRIMINALLAW_SPRING2024_FINALEXAM.docx","4870","29.36%","gun","uns drawn and demanded that Daniel stop, drop his gun, and surrender.  Daniel complied and he was arres"
"WASHINGTON_CRIMINALLAW_SPRING2024_FINALEXAM.docx","5253","31.66%","gun","They decided it would be easy since they both had guns.  Daniel said that he did not know that Officer "
"WASHINGTON_CRIMINALLAW_SPRING2024_FINALEXAM.docx","5326","32.10%","police"," he did not know that Officer Badluck Billy was a police officer, otherwise he would not have chosen him, "
"WASHINGTON_CRIMINALLAW_SPRING2024_FINALEXAM.docx","5938","35.79%","death","rence to the value of human life, s/he causes the death of another person.Manslaughter:24 Columbia Code"
"WASHINGTON_CRIMINALLAW_SPRING2024_FINALEXAM.docx","6072","36.60%","death","ilty of manslaughter if he negligently causes the death of another.Felony Murder:24 Columbia Code 201 "
"WASHINGTON_CRIMINALLAW_SPRING2024_FINALEXAM.docx","6224","37.52%","rape","perpetration of, or attempt to perpetrate, arson, rape, armed and unarmed carjacking, robbery, burglary,"
"WASHINGTON_CRIMINALLAW_SPRING2024_FINALEXAM.docx","7432","44.80%","death","eart attack and dies.  Daniel is charged with the death of Sensitive Sally.  Question:Should Daniel be "
"WASHINGTON_CRIMINALLAW_SPRING2024_FINALEXAM.docx","7504","45.23%","death","ly.  Question:Should Daniel be convicted of the death of Sensitive Sally? Explain why or why not. If Da"
"WASHINGTON_CRIMINALLAW_SPRING2024_FINALEXAM.docx","9055","54.58%","police","o exchanged blows and then fell to the ground.  A police officer arrived on the scene and separated the tw"
"WASHINGTON_CRIMINALLAW_SPRING2024_FINALEXAM.docx","9574","57.71%","death","nches deep and entered Wendy?s heart, causing her death. Sally?s evidence at trial includes the followin"
"WASHINGTON_CRIMINALLAW_SPRING2024_FINALEXAM.docx","12966","78.16%","police"," Bonnie, upset at what just happened, goes to the police, and makes a report.  Clyde is charged with First"
"WASHINGTON_CRIMINALLAW_SPRING2024_FINALEXAM.docx","13400","80.77%","death","sonable fear that any person will be subjected to death, bodily injury, or kidnapping;After rendering th"
"WASHINGTON_CRIMINALLAW_SPRING2024_FINALEXAM.docx","15149","91.31%","rape","lives around the corner, grabbed her and forcible raped her earlier that day.  Amy was distraught and sh"
"WASHINGTON_CRIMINALLAW_SPRING2024_FINALEXAM.docx","15288","92.15%","death","of rage, Bob went to Carl?s house and shot him to death.  Afterwards, Bob told the police that he was ups"
"WASHINGTON_CRIMINALLAW_SPRING2024_FINALEXAM.docx","15321","92.35%","police"," and shot him to death.  Afterwards, Bob told the police that he was upset and lost control when Amy told "
"WASHINGTON_CRIMINALLAW_SPRING2024_FINALEXAM.docx","15391","92.77%","rape","pset and lost control when Amy told him that Carl raped her.  Bob is charged with murder. Carl argues t"
"WASHINGTON_CRIMINALLAW_SPRING2024_FINALEXAM.docx","16482","99.35%","death","es in five minutes. Who is responsible for Carl?s death under common law? Who is responsible for Carl?s d"
"WASHINGTON_CRIMINALLAW_SPRING2024_FINALEXAM.docx","16536","99.67%","death","h under common law? Who is responsible for Carl?s death under the Model Penal Code? END OF EXAM"
,,,"",
"WHITESELL_ADVANCEDINTLCOMMARB_SPRING2024_FINALEXAM.docx","-1","0.00%","NO HITS","NO HITS FOUND in file WHITESELL_ADVANCEDINTLCOMMARB_SPRING2024_FINALEXAM.docx"
,,,"",
"Williams_AdvancedInternationalTax_Spring2024_FinalExam.docx","-1","0.00%","NO HITS","NO HITS FOUND in file Williams_AdvancedInternationalTax_Spring2024_FinalExam.docx"
,,,"",
"WISHNICK_SECURITIESREGULATION_SPRING2024_FINALEXAM.docx","-1","0.00%","NO HITS","NO HITS FOUND in file WISHNICK_SECURITIESREGULATION_SPRING2024_FINALEXAM.docx"
,,,"",
"Wortmann_Securities Regulation_Spring 2024_Final Exam.docx","-1","0.00%","NO HITS","NO HITS FOUND in file Wortmann_Securities Regulation_Spring 2024_Final Exam.docx"
,,,"",
"ZYTNICK_CORPORATIONS_SPRING2024_FINALEXAM.docx","14554","59.22%","race","he following rationales is most consistent with a race to the bottom?Staggered boards promote corporat"
,,,"",
